Date,Close
2019-10-22,1765.73
2019-10-23,1762.17
2019-10-24,1780.78
2019-10-25,1761.33
2019-10-28,1777.08
2019-10-29,1762.71
2019-10-30,1779.99
2019-10-31,1776.66
2019-11-01,1791.44
2019-11-04,1804.66
2019-11-05,1801.71
2019-11-06,1795.77
2019-11-07,1788.2
2019-11-08,1785.88
2019-11-11,1771.65
2019-11-12,1778
2019-11-13,1753.11
2019-11-14,1754.6
2019-11-15,1739.49
2019-11-18,1752.53
2019-11-19,1752.79
2019-11-20,1745.53
2019-11-21,1734.71
2019-11-22,1745.72
2019-11-25,1773.84
2019-11-26,1796.94
2019-11-27,1818.51
2019-11-29,1800.8
2019-12-02,1781.6
2019-12-03,1769.96
2019-12-04,1760.69
2019-12-05,1740.48
2019-12-06,1751.6
2019-12-09,1749.51
2019-12-10,1739.21
2019-12-11,1748.72
2019-12-12,1760.33
2019-12-13,1760.94
2019-12-16,1769.21
2019-12-17,1790.66
2019-12-18,1784.03
2019-12-19,1792.28
2019-12-20,1786.5
2019-12-23,1793
2019-12-24,1789.21
2019-12-26,1868.77
2019-12-27,1869.8
